tenure,Tenure_Group,MonthlyCharges,SeniorCitizen,InternetService,PaymentMethod,PaperlessBilling,TechSupport,Service_Engagement,Contract,Churn
4,New(0-1yr),90.4,0,Fiber optic,Electronic check,Yes,Yes,3,Month-to-month,0
68,Loyal(3yr+),60.3,0,DSL,Credit card (automatic),No,Yes,5,Two year,0
38,Loyal(3yr+),81.85,0,Fiber optic,Mailed check,Yes,No,1,Month-to-month,0
52,Loyal(3yr+),24.8,0,No,Mailed check,No,No internet service,0,Two year,0
32,Standard(1-3yr),74.9,1,Fiber optic,Electronic check,Yes,No,0,Month-to-month,1
29,Standard(1-3yr),75.55,0,DSL,Mailed check,No,Yes,4,Two year,0
38,Loyal(3yr+),101.15,1,Fiber optic,Electronic check,No,No,3,Month-to-month,0
48,Loyal(3yr+),78.75,0,DSL,Credit card (automatic),Yes,No,4,One year,0
1,New(0-1yr),19.25,0,No,Bank transfer (automatic),Yes,No internet service,0,Month-to-month,0
22,Standard(1-3yr),89.05,0,Fiber optic,Electronic check,Yes,Yes,3,Month-to-month,0
43,Loyal(3yr+),115.05,0,Fiber optic,Credit card (automatic),No,Yes,6,Two year,0
5,New(0-1yr),69.35,1,Fiber optic,Electronic check,Yes,No,0,Month-to-month,0
5,New(0-1yr),80.6,0,Fiber optic,Electronic check,Yes,No,1,Month-to-month,1
51,Loyal(3yr+),110.05,0,Fiber optic,Credit card (automatic),No,Yes,5,One year,0
71,Loyal(3yr+),19.9,0,No,Credit card (automatic),Yes,No internet service,0,Two year,0
38,Loyal(3yr+),80.3,0,DSL,Credit card (automatic),No,Yes,5,One year,1
24,Standard(1-3yr),93.15,1,Fiber optic,Electronic check,Yes,No,3,Month-to-month,1
35,Standard(1-3yr),91.5,0,Fiber optic,Credit card (automatic),Yes,Yes,2,Month-to-month,0
54,Loyal(3yr+),82.45,1,DSL,Bank transfer (automatic),No,Yes,5,One year,1
72,Loyal(3yr+),60.0,0,DSL,Electronic check,Yes,Yes,5,Two year,0
1,New(0-1yr),44.8,0,DSL,Electronic check,Yes,No,0,Month-to-month,0
9,New(0-1yr),48.6,0,DSL,Mailed check,No,No,1,One year,0
69,Loyal(3yr+),60.05,0,DSL,Bank transfer (automatic),Yes,Yes,5,Two year,0
52,Loyal(3yr+),102.7,0,Fiber optic,Credit card (automatic),Yes,Yes,4,Month-to-month,0
11,New(0-1yr),82.9,1,Fiber optic,Electronic check,Yes,Yes,2,Month-to-month,0
2,New(0-1yr),70.35,1,Fiber optic,Electronic check,Yes,No,0,Month-to-month,1
28,Standard(1-3yr),35.9,1,DSL,Electronic check,Yes,No,1,Month-to-month,0
17,Standard(1-3yr),82.65,1,Fiber optic,Credit card (automatic),Yes,No,1,Month-to-month,0
35,Standard(1-3yr),19.85,0,No,Mailed check,Yes,No internet service,0,Two year,0
8,New(0-1yr),19.2,0,No,Mailed check,Yes,No internet service,0,One year,0
46,Loyal(3yr+),94.9,0,Fiber optic,Credit card (automatic),Yes,No,3,One year,0
7,New(0-1yr),73.85,0,Fiber optic,Electronic check,Yes,No,0,Month-to-month,1
2,New(0-1yr),80.6,0,Fiber optic,Mailed check,No,No,1,Month-to-month,1
68,Loyal(3yr+),75.8,0,DSL,Bank transfer (automatic),Yes,Yes,4,One year,1
43,Loyal(3yr+),104.6,0,Fiber optic,Electronic check,Yes,No,4,Two year,1
68,Loyal(3yr+),88.15,0,DSL,Electronic check,Yes,Yes,6,Two year,0
36,Standard(1-3yr),94.8,0,Fiber optic,Credit card (automatic),Yes,No,3,Month-to-month,0
63,Loyal(3yr+),103.4,0,Fiber optic,Electronic check,Yes,No,4,Month-to-month,1
32,Standard(1-3yr),54.65,1,DSL,Bank transfer (automatic),No,Yes,2,Month-to-month,0
71,Loyal(3yr+),85.75,0,DSL,Credit card (automatic),No,Yes,6,Two year,0
66,Loyal(3yr+),67.45,0,DSL,Bank transfer (automatic),Yes,No,3,Month-to-month,0
63,Loyal(3yr+),20.5,0,No,Mailed check,No,No internet service,0,One year,0
41,Loyal(3yr+),20.25,0,No,Credit card (automatic),Yes,No internet service,0,One year,0
1,New(0-1yr),72.1,1,Fiber optic,Electronic check,Yes,No,0,Month-to-month,0
2,New(0-1yr),90.4,0,Fiber optic,Electronic check,Yes,No,2,Month-to-month,1
70,Loyal(3yr+),19.45,0,No,Bank transfer (automatic),No,No internet service,0,Two year,0
23,Standard(1-3yr),44.95,0,DSL,Electronic check,Yes,No,2,Month-to-month,0
64,Loyal(3yr+),97.0,1,Fiber optic,Bank transfer (automatic),No,No,4,One year,0
37,Loyal(3yr+),62.8,0,DSL,Credit card (automatic),Yes,Yes,3,Two year,0
17,Standard(1-3yr),44.6,0,DSL,Mailed check,No,No,0,One year,0
7,New(0-1yr),89.15,1,Fiber optic,Electronic check,Yes,No,2,Month-to-month,0
4,New(0-1yr),84.8,0,Fiber optic,Bank transfer (automatic),Yes,No,2,Month-to-month,1
21,Standard(1-3yr),41.9,1,DSL,Electronic check,Yes,No,2,Month-to-month,1
10,New(0-1yr),80.25,0,Fiber optic,Bank transfer (automatic),Yes,No,1,Month-to-month,1
16,Standard(1-3yr),54.1,1,DSL,Electronic check,Yes,No,1,Month-to-month,0
64,Loyal(3yr+),105.25,0,Fiber optic,Electronic check,Yes,Yes,4,Two year,0
27,Standard(1-3yr),30.75,1,DSL,Credit card (automatic),No,No,1,Month-to-month,1
42,Loyal(3yr+),97.1,0,Fiber optic,Electronic check,No,No,3,One year,0
5,New(0-1yr),20.2,0,No,Mailed check,No,No internet service,0,Month-to-month,0
41,Loyal(3yr+),98.8,0,Fiber optic,Bank transfer (automatic),Yes,Yes,4,Two year,0
58,Loyal(3yr+),50.3,0,DSL,Credit card (automatic),No,No,1,One year,0
47,Loyal(3yr+),20.55,0,No,Mailed check,Yes,No internet service,0,Two year,0
18,Standard(1-3yr),75.9,0,Fiber optic,Bank transfer (automatic),Yes,Yes,1,Month-to-month,0
5,New(0-1yr),96.5,0,Fiber optic,Bank transfer (automatic),No,No,3,Month-to-month,1
23,Standard(1-3yr),59.95,0,DSL,Bank transfer (automatic),Yes,No,2,Month-to-month,0
1,New(0-1yr),19.15,0,No,Mailed check,No,No internet service,0,Month-to-month,0
71,Loyal(3yr+),98.65,0,Fiber optic,Credit card (automatic),Yes,No,3,One year,0
72,Loyal(3yr+),112.6,0,Fiber optic,Credit card (automatic),Yes,Yes,6,Two year,0
33,Standard(1-3yr),20.6,0,No,Mailed check,No,No internet service,0,One year,0
2,New(0-1yr),85.65,0,Fiber optic,Electronic check,Yes,No,1,Month-to-month,1
24,Standard(1-3yr),35.75,0,DSL,Mailed check,No,Yes,2,Two year,0
56,Loyal(3yr+),99.75,0,Fiber optic,Credit card (automatic),Yes,Yes,4,One year,0
37,Loyal(3yr+),96.1,0,Fiber optic,Credit card (automatic),Yes,No,3,Month-to-month,0
43,Loyal(3yr+),85.1,0,DSL,Credit card (automatic),No,Yes,5,One year,0
1,New(0-1yr),25.35,0,DSL,Mailed check,No,No,0,Month-to-month,0
25,Standard(1-3yr),104.95,0,Fiber optic,Bank transfer (automatic),Yes,Yes,4,Month-to-month,1
61,Loyal(3yr+),89.65,0,DSL,Electronic check,No,Yes,6,Two year,0
17,Standard(1-3yr),86.75,0,Fiber optic,Electronic check,No,Yes,2,One year,0
41,Loyal(3yr+),86.2,0,Fiber optic,Bank transfer (automatic),Yes,Yes,3,One year,0
1,New(0-1yr),50.65,0,DSL,Mailed check,No,No,1,Month-to-month,1
72,Loyal(3yr+),64.8,1,DSL,Bank transfer (automatic),Yes,Yes,6,Two year,0
1,New(0-1yr),90.85,0,Fiber optic,Credit card (automatic),Yes,No,2,Month-to-month,1
48,Loyal(3yr+),108.1,0,Fiber optic,Bank transfer (automatic),Yes,No,4,Two year,0
11,New(0-1yr),19.95,1,No,Mailed check,No,No internet service,0,Month-to-month,1
55,Loyal(3yr+),85.45,1,Fiber optic,Electronic check,Yes,No,2,Month-to-month,1
42,Loyal(3yr+),54.75,0,DSL,Electronic check,Yes,Yes,5,One year,0
44,Loyal(3yr+),90.4,0,Fiber optic,Mailed check,Yes,No,2,Month-to-month,0
1,New(0-1yr),44.0,0,DSL,Electronic check,No,No,0,Month-to-month,0
27,Standard(1-3yr),95.6,0,Fiber optic,Bank transfer (automatic),Yes,No,2,Month-to-month,0
27,Standard(1-3yr),84.8,1,DSL,Bank transfer (automatic),Yes,Yes,5,Month-to-month,0
2,New(0-1yr),44.3,1,DSL,Electronic check,Yes,No,0,Month-to-month,0
19,Standard(1-3yr),19.9,0,No,Mailed check,No,No internet service,0,Month-to-month,0
42,Loyal(3yr+),95.05,1,Fiber optic,Electronic check,Yes,No,2,Month-to-month,0
66,Loyal(3yr+),90.05,0,DSL,Credit card (automatic),Yes,Yes,6,Two year,0
33,Standard(1-3yr),109.9,1,Fiber optic,Bank transfer (automatic),Yes,Yes,5,Month-to-month,0
34,Standard(1-3yr),73.95,0,Fiber optic,Credit card (automatic),Yes,No,1,Month-to-month,1
33,Standard(1-3yr),54.6,1,DSL,Electronic check,Yes,Yes,4,Month-to-month,0
23,Standard(1-3yr),20.05,0,No,Mailed check,No,No internet service,0,One year,0
32,Standard(1-3yr),19.75,0,No,Bank transfer (automatic),No,No internet service,0,One year,0
11,New(0-1yr),20.05,0,No,Credit card (automatic),No,No internet service,0,One year,0
69,Loyal(3yr+),99.45,0,Fiber optic,Credit card (automatic),Yes,No,3,Month-to-month,1
68,Loyal(3yr+),55.9,0,DSL,Bank transfer (automatic),No,Yes,2,One year,0
20,Standard(1-3yr),19.7,0,No,Mailed check,Yes,No internet service,0,Two year,0
72,Loyal(3yr+),19.8,0,No,Credit card (automatic),Yes,No internet service,0,Two year,0
60,Loyal(3yr+),95.4,0,Fiber optic,Bank transfer (automatic),Yes,No,3,One year,0
32,Standard(1-3yr),93.95,1,Fiber optic,Mailed check,Yes,No,3,Month-to-month,0
1,New(0-1yr),19.9,0,No,Mailed check,Yes,No internet service,0,Month-to-month,1
1,New(0-1yr),19.6,0,No,Mailed check,Yes,No internet service,0,Month-to-month,1
3,New(0-1yr),81.35,1,Fiber optic,Electronic check,Yes,No,1,Month-to-month,1
46,Loyal(3yr+),24.45,0,No,Bank transfer (automatic),Yes,No internet service,0,One year,0
29,Standard(1-3yr),74.95,0,Fiber optic,Electronic check,Yes,No,0,Month-to-month,0
51,Loyal(3yr+),87.35,0,Fiber optic,Electronic check,Yes,Yes,3,Month-to-month,0
48,Loyal(3yr+),70.65,1,Fiber optic,Bank transfer (automatic),Yes,No,0,Month-to-month,0
16,Standard(1-3yr),73.25,0,Fiber optic,Bank transfer (automatic),No,No,1,Month-to-month,0
70,Loyal(3yr+),98.7,0,Fiber optic,Bank transfer (automatic),Yes,Yes,4,Two year,0
40,Loyal(3yr+),24.8,0,No,Mailed check,Yes,No internet service,0,Two year,0
22,Standard(1-3yr),83.3,0,Fiber optic,Electronic check,No,No,2,Month-to-month,1
1,New(0-1yr),75.3,1,Fiber optic,Bank transfer (automatic),Yes,No,1,Month-to-month,1
5,New(0-1yr),24.3,0,No,Mailed check,Yes,No internet service,0,Month-to-month,0
7,New(0-1yr),69.85,0,Fiber optic,Bank transfer (automatic),Yes,No,0,Month-to-month,0
29,Standard(1-3yr),100.55,0,Fiber optic,Credit card (automatic),No,Yes,4,One year,0
44,Loyal(3yr+),25.7,0,No,Mailed check,No,No internet service,0,One year,0
10,New(0-1yr),40.7,0,DSL,Bank transfer (automatic),No,No,3,Month-to-month,0
55,Loyal(3yr+),51.65,1,DSL,Bank transfer (automatic),No,No,0,Month-to-month,0
52,Loyal(3yr+),105.1,1,Fiber optic,Bank transfer (automatic),Yes,No,4,One year,0
10,New(0-1yr),85.95,0,Fiber optic,Electronic check,No,No,1,Month-to-month,0
18,Standard(1-3yr),75.6,0,Fiber optic,Bank transfer (automatic),Yes,No,0,Month-to-month,0
68,Loyal(3yr+),58.25,0,DSL,Bank transfer (automatic),No,Yes,2,One year,0
61,Loyal(3yr+),19.4,0,No,Mailed check,Yes,No internet service,0,Month-to-month,1
72,Loyal(3yr+),65.2,0,DSL,Credit card (automatic),Yes,Yes,6,Two year,0
2,New(0-1yr),53.45,0,DSL,Electronic check,No,No,2,Month-to-month,0
12,New(0-1yr),45.4,0,DSL,Bank transfer (automatic),Yes,No,0,Month-to-month,1
41,Loyal(3yr+),19.75,0,No,Electronic check,Yes,No internet service,0,Two year,0
26,Standard(1-3yr),44.45,0,DSL,Credit card (automatic),Yes,Yes,3,Month-to-month,0
36,Standard(1-3yr),20.85,0,No,Bank transfer (automatic),No,No internet service,0,One year,0
72,Loyal(3yr+),114.05,0,Fiber optic,Credit card (automatic),Yes,Yes,6,Two year,0
35,Standard(1-3yr),89.85,0,Fiber optic,Bank transfer (automatic),Yes,Yes,2,Month-to-month,0
1,New(0-1yr),55.05,0,DSL,Mailed check,No,Yes,2,Month-to-month,0
16,Standard(1-3yr),112.95,0,Fiber optic,Electronic check,Yes,Yes,5,Month-to-month,0
49,Loyal(3yr+),101.55,1,Fiber optic,Credit card (automatic),No,No,3,Month-to-month,0
54,Loyal(3yr+),114.65,0,Fiber optic,Mailed check,Yes,Yes,6,One year,0
18,Standard(1-3yr),64.8,0,DSL,Electronic check,No,No,2,Month-to-month,0
36,Standard(1-3yr),80.4,0,Fiber optic,Electronic check,No,No,1,Month-to-month,0
60,Loyal(3yr+),105.9,0,Fiber optic,Electronic check,Yes,No,4,Month-to-month,1
1,New(0-1yr),69.55,0,Fiber optic,Mailed check,No,No,0,Month-to-month,1
52,Loyal(3yr+),25.05,0,No,Bank transfer (automatic),Yes,No internet service,0,Two year,0
8,New(0-1yr),94.75,0,Fiber optic,Electronic check,Yes,No,3,Month-to-month,0
72,Loyal(3yr+),105.5,0,Fiber optic,Bank transfer (automatic),No,Yes,5,Two year,0
64,Loyal(3yr+),24.7,0,No,Mailed check,No,No internet service,0,One year,0
22,Standard(1-3yr),69.75,1,DSL,Mailed check,Yes,Yes,4,Month-to-month,0
60,Loyal(3yr+),60.2,0,DSL,Bank transfer (automatic),Yes,Yes,5,Month-to-month,0
28,Standard(1-3yr),81.05,0,Fiber optic,Electronic check,Yes,No,1,Month-to-month,1
61,Loyal(3yr+),24.4,0,No,Mailed check,No,No internet service,0,Two year,0
24,Standard(1-3yr),104.15,0,Fiber optic,Electronic check,Yes,No,4,Month-to-month,0
28,Standard(1-3yr),92.9,0,Fiber optic,Bank transfer (automatic),No,Yes,4,One year,0
30,Standard(1-3yr),80.8,0,DSL,Bank transfer (automatic),No,Yes,5,Two year,0
2,New(0-1yr),20.0,0,No,Mailed check,No,No internet service,0,Month-to-month,0
1,New(0-1yr),75.1,0,Fiber optic,Electronic check,Yes,No,0,Month-to-month,0
6,New(0-1yr),19.65,0,No,Mailed check,No,No internet service,0,Month-to-month,0
24,Standard(1-3yr),69.45,0,DSL,Bank transfer (automatic),Yes,No,3,Month-to-month,0
4,New(0-1yr),101.15,0,Fiber optic,Electronic check,No,No,3,Month-to-month,1
7,New(0-1yr),99.8,0,Fiber optic,Electronic check,Yes,No,3,Month-to-month,1
72,Loyal(3yr+),116.05,1,Fiber optic,Bank transfer (automatic),Yes,Yes,6,Two year,0
70,Loyal(3yr+),40.05,0,DSL,Mailed check,Yes,Yes,2,Two year,0
64,Loyal(3yr+),102.1,1,Fiber optic,Electronic check,No,Yes,4,Two year,0
72,Loyal(3yr+),89.7,0,Fiber optic,Electronic check,Yes,No,2,One year,0
44,Loyal(3yr+),19.9,0,No,Mailed check,No,No internet service,0,Two year,0
13,Standard(1-3yr),55.95,0,DSL,Electronic check,No,No,1,Month-to-month,1
17,Standard(1-3yr),20.65,1,No,Mailed check,No,No internet service,0,One year,0
1,New(0-1yr),55.0,0,DSL,Electronic check,Yes,No,1,Month-to-month,1
9,New(0-1yr),70.05,0,DSL,Mailed check,Yes,No,3,Month-to-month,0
24,Standard(1-3yr),53.6,0,DSL,Mailed check,No,Yes,2,Month-to-month,0
1,New(0-1yr),74.7,0,Fiber optic,Electronic check,Yes,No,1,Month-to-month,1
24,Standard(1-3yr),80.25,0,Fiber optic,Electronic check,Yes,No,1,Month-to-month,1
35,Standard(1-3yr),76.05,1,DSL,Electronic check,Yes,Yes,4,Month-to-month,0
7,New(0-1yr),75.7,0,DSL,Electronic check,Yes,Yes,5,Month-to-month,0
5,New(0-1yr),96.1,0,Fiber optic,Electronic check,Yes,Yes,3,Month-to-month,1
15,Standard(1-3yr),69.0,0,Fiber optic,Bank transfer (automatic),No,No,0,Month-to-month,1
11,New(0-1yr),19.65,0,No,Mailed check,No,No internet service,0,Two year,0
48,Loyal(3yr+),45.3,0,DSL,Bank transfer (automatic),Yes,No,3,Month-to-month,1
20,Standard(1-3yr),81.45,1,Fiber optic,Electronic check,Yes,No,1,Month-to-month,0
72,Loyal(3yr+),108.5,0,Fiber optic,Bank transfer (automatic),Yes,Yes,5,One year,0
8,New(0-1yr),83.55,0,Fiber optic,Electronic check,Yes,No,2,Month-to-month,1
72,Loyal(3yr+),84.5,0,Fiber optic,Credit card (automatic),Yes,No,1,Two year,0
15,Standard(1-3yr),100.15,0,Fiber optic,Electronic check,Yes,No,3,Month-to-month,0
72,Loyal(3yr+),88.6,0,DSL,Bank transfer (automatic),Yes,Yes,5,Two year,0
1,New(0-1yr),74.35,0,Fiber optic,Electronic check,Yes,No,0,Month-to-month,1
63,Loyal(3yr+),104.8,0,Fiber optic,Bank transfer (automatic),Yes,No,4,Two year,0
2,New(0-1yr),59.0,0,DSL,Electronic check,Yes,No,2,Month-to-month,0
2,New(0-1yr),74.4,0,Fiber optic,Electronic check,Yes,No,1,Month-to-month,1
61,Loyal(3yr+),64.05,1,DSL,Bank transfer (automatic),No,No,2,One year,0
1,New(0-1yr),20.4,0,No,Mailed check,No,No internet service,0,Month-to-month,0
22,Standard(1-3yr),43.75,0,DSL,Bank transfer (automatic),Yes,No,3,One year,1
28,Standard(1-3yr),60.9,0,DSL,Mailed check,No,Yes,3,Month-to-month,0
70,Loyal(3yr+),19.8,0,No,Bank transfer (automatic),No,No internet service,0,Two year,0
5,New(0-1yr),28.45,1,DSL,Electronic check,No,No,1,Month-to-month,1
12,New(0-1yr),99.7,0,Fiber optic,Bank transfer (automatic),Yes,No,4,Month-to-month,1
34,Standard(1-3yr),116.25,0,Fiber optic,Credit card (automatic),No,Yes,6,One year,0
71,Loyal(3yr+),80.7,1,Fiber optic,Credit card (automatic),Yes,No,1,Two year,0
70,Loyal(3yr+),65.2,0,DSL,Bank transfer (automatic),No,No,2,One year,0
52,Loyal(3yr+),84.05,0,Fiber optic,Bank transfer (automatic),Yes,Yes,3,Month-to-month,0
69,Loyal(3yr+),79.45,0,DSL,Credit card (automatic),Yes,Yes,5,Two year,0
20,Standard(1-3yr),94.1,1,Fiber optic,Electronic check,Yes,No,3,Month-to-month,1
11,New(0-1yr),78.0,0,Fiber optic,Mailed check,Yes,No,1,Month-to-month,0
2,New(0-1yr),94.2,0,Fiber optic,Electronic check,Yes,Yes,3,Month-to-month,1
6,New(0-1yr),80.5,0,Fiber optic,Electronic check,Yes,Yes,1,Month-to-month,1
1,New(0-1yr),19.85,0,No,Mailed check,No,No internet service,0,Month-to-month,0
20,Standard(1-3yr),94.3,1,Fiber optic,Credit card (automatic),No,Yes,4,One year,0
61,Loyal(3yr+),106.45,0,Fiber optic,Electronic check,Yes,No,4,Month-to-month,0
5,New(0-1yr),74.35,1,Fiber optic,Electronic check,Yes,No,0,Month-to-month,1
56,Loyal(3yr+),105.45,0,Fiber optic,Bank transfer (automatic),Yes,Yes,4,Month-to-month,0
30,Standard(1-3yr),95.0,0,Fiber optic,Credit card (automatic),Yes,Yes,4,Month-to-month,0
40,Loyal(3yr+),104.8,0,Fiber optic,Bank transfer (automatic),No,Yes,4,Month-to-month,1
28,Standard(1-3yr),54.3,0,DSL,Mailed check,No,Yes,2,One year,0
5,New(0-1yr),70.05,1,Fiber optic,Electronic check,No,No,0,Month-to-month,0
27,Standard(1-3yr),75.2,1,Fiber optic,Bank transfer (automatic),Yes,No,1,Month-to-month,1
12,New(0-1yr),20.05,0,No,Credit card (automatic),No,No internet service,0,Month-to-month,0
67,Loyal(3yr+),105.4,0,Fiber optic,Electronic check,Yes,No,4,One year,0
29,Standard(1-3yr),51.6,1,DSL,Electronic check,Yes,No,0,Month-to-month,0
55,Loyal(3yr+),85.5,0,Fiber optic,Bank transfer (automatic),No,No,1,Month-to-month,0
23,Standard(1-3yr),75.6,0,Fiber optic,Bank transfer (automatic),No,No,0,Month-to-month,1
34,Standard(1-3yr),100.05,0,Fiber optic,Electronic check,Yes,No,3,Month-to-month,1
52,Loyal(3yr+),91.25,0,Fiber optic,Electronic check,No,No,3,One year,0
72,Loyal(3yr+),115.75,1,Fiber optic,Credit card (automatic),Yes,Yes,6,Two year,0
58,Loyal(3yr+),94.7,0,Fiber optic,Credit card (automatic),Yes,Yes,3,One year,0
35,Standard(1-3yr),19.6,0,No,Mailed check,No,No internet service,0,Two year,0
56,Loyal(3yr+),99.9,1,Fiber optic,Bank transfer (automatic),Yes,Yes,4,Two year,0
24,Standard(1-3yr),21.1,0,No,Credit card (automatic),Yes,No internet service,0,Two year,0
70,Loyal(3yr+),20.05,0,No,Credit card (automatic),No,No internet service,0,Two year,0
2,New(0-1yr),79.95,0,Fiber optic,Electronic check,Yes,No,1,Month-to-month,0
68,Loyal(3yr+),107.15,1,Fiber optic,Credit card (automatic),Yes,Yes,4,One year,0
1,New(0-1yr),85.0,0,Fiber optic,Electronic check,Yes,No,1,Month-to-month,1
12,New(0-1yr),89.55,0,Fiber optic,Electronic check,Yes,No,2,Month-to-month,0
63,Loyal(3yr+),81.55,0,Fiber optic,Bank transfer (automatic),Yes,No,1,Month-to-month,0
33,Standard(1-3yr),58.45,0,DSL,Mailed check,Yes,No,3,One year,0
69,Loyal(3yr+),95.65,0,Fiber optic,Credit card (automatic),Yes,No,3,One year,0
60,Loyal(3yr+),80.6,0,DSL,Bank transfer (automatic),Yes,Yes,5,Two year,0
72,Loyal(3yr+),113.1,0,Fiber optic,Bank transfer (automatic),Yes,Yes,6,Two year,0
11,New(0-1yr),58.95,0,DSL,Mailed check,Yes,No,1,Month-to-month,0
1,New(0-1yr),19.55,0,No,Mailed check,No,No internet service,0,Month-to-month,0
10,New(0-1yr),86.05,0,Fiber optic,Bank transfer (automatic),Yes,No,1,Month-to-month,1
13,Standard(1-3yr),45.55,0,DSL,Credit card (automatic),Yes,Yes,3,Month-to-month,1
34,Standard(1-3yr),78.95,0,Fiber optic,Bank transfer (automatic),Yes,No,1,One year,0
39,Loyal(3yr+),86.3,0,Fiber optic,Mailed check,Yes,No,2,Month-to-month,1
65,Loyal(3yr+),105.05,0,Fiber optic,Bank transfer (automatic),Yes,Yes,4,One year,0
50,Loyal(3yr+),101.9,1,Fiber optic,Bank transfer (automatic),Yes,No,4,One year,0
15,Standard(1-3yr),19.75,0,No,Mailed check,No,No internet service,0,Month-to-month,0
72,Loyal(3yr+),110.3,0,Fiber optic,Bank transfer (automatic),Yes,No,5,Two year,0
72,Loyal(3yr+),115.6,0,Fiber optic,Bank transfer (automatic),Yes,Yes,6,Two year,0
55,Loyal(3yr+),19.35,0,No,Bank transfer (automatic),No,No internet service,0,Two year,0
23,Standard(1-3yr),25.6,0,No,Credit card (automatic),Yes,No internet service,0,Two year,0
32,Standard(1-3yr),80.35,0,Fiber optic,Bank transfer (automatic),Yes,No,1,Month-to-month,1
56,Loyal(3yr+),68.75,0,DSL,Bank transfer (automatic),Yes,No,3,One year,0
1,New(0-1yr),19.9,0,No,Bank transfer (automatic),No,No internet service,0,Month-to-month,0
38,Loyal(3yr+),70.6,0,DSL,Mailed check,No,Yes,4,One year,0
11,New(0-1yr),70.2,0,Fiber optic,Electronic check,No,No,0,Month-to-month,0
1,New(0-1yr),49.3,0,DSL,Electronic check,Yes,Yes,1,Month-to-month,0
56,Loyal(3yr+),107.25,0,Fiber optic,Electronic check,Yes,Yes,4,One year,0
3,New(0-1yr),23.6,0,No,Mailed check,Yes,No internet service,0,Month-to-month,0
7,New(0-1yr),69.7,0,DSL,Credit card (automatic),No,No,3,Month-to-month,0
59,Loyal(3yr+),99.5,0,Fiber optic,Credit card (automatic),Yes,No,3,Two year,0
7,New(0-1yr),64.3,0,DSL,Bank transfer (automatic),No,Yes,3,Month-to-month,0
71,Loyal(3yr+),70.85,0,DSL,Credit card (automatic),Yes,Yes,4,Two year,0
15,Standard(1-3yr),101.9,0,Fiber optic,Electronic check,No,Yes,4,One year,0
71,Loyal(3yr+),73.5,0,DSL,Credit card (automatic),No,Yes,4,Two year,0
35,Standard(1-3yr),100.25,0,Fiber optic,Electronic check,Yes,No,3,Month-to-month,1
11,New(0-1yr),40.4,0,DSL,Credit card (automatic),Yes,Yes,3,One year,0
60,Loyal(3yr+),19.25,0,No,Credit card (automatic),Yes,No internet service,0,Two year,0
47,Loyal(3yr+),59.6,1,DSL,Bank transfer (automatic),No,Yes,2,Two year,0
11,New(0-1yr),64.9,0,DSL,Credit card (automatic),No,Yes,3,One year,0
56,Loyal(3yr+),100.3,0,Fiber optic,Credit card (automatic),No,No,3,One year,1
28,Standard(1-3yr),110.85,1,Fiber optic,Electronic check,Yes,Yes,5,Month-to-month,0
61,Loyal(3yr+),81.05,0,DSL,Mailed check,Yes,Yes,5,Two year,0
31,Standard(1-3yr),98.05,0,Fiber optic,Bank transfer (automatic),No,No,3,One year,0
9,New(0-1yr),70.5,0,Fiber optic,Electronic check,Yes,No,0,Month-to-month,0
35,Standard(1-3yr),94.55,1,Fiber optic,Electronic check,Yes,No,3,Month-to-month,0
2,New(0-1yr),19.65,0,No,Mailed check,Yes,No internet service,0,Month-to-month,0
12,New(0-1yr),19.0,0,No,Mailed check,No,No internet service,0,Month-to-month,1
1,New(0-1yr),75.3,0,Fiber optic,Mailed check,No,No,1,Month-to-month,1
4,New(0-1yr),89.2,1,Fiber optic,Electronic check,Yes,No,2,Month-to-month,1
1,New(0-1yr),19.0,0,No,Mailed check,Yes,No internet service,0,Month-to-month,0
